YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1925,5.66,11.16,12.76,17.56,19.06,26.76,27.66,25.26,25.86,15.76,10.16,6.35,8.13,16.46,26.56,17.26,17.10
1926,5.95,8.75,8.15,15.15,20.95,23.95,27.25,27.55,24.25,18.15,10.15,6.95,7.02,14.75,26.25,17.52,16.38
1927,6.15,11.75,12.45,15.55,21.65,23.25,25.95,24.05,23.55,18.45,13.45,7.44,8.28,16.55,24.42,18.48,16.93
1928,6.64,7.34,10.74,14.64,19.84,24.64,27.14,26.74,20.64,18.64,12.04,7.64,7.14,15.07,26.17,17.11,16.37
1929,7.04,6.44,13.94,17.84,20.64,24.04,25.64,25.44,22.44,16.24,12.24,7.73,7.04,17.47,25.04,16.97,16.63
1930,7.43,10.63,10.13,16.73,22.43,24.63,27.73,25.23,25.63,15.53,10.53,5.12,8.60,16.43,25.86,17.23,17.03
1931,7.12,8.62,8.72,14.92,20.12,25.52,28.22,25.42,25.42,18.92,15.52,11.52,6.95,14.59,26.39,19.95,16.97
1932,11.82,11.42,9.72,16.12,20.42,25.52,28.42,26.72,23.12,17.82,10.32,9.51,11.59,15.42,26.89,17.09,17.75
1933,10.81,8.21,11.61,16.41,23.71,26.31,26.31,25.91,26.11,17.71,11.21,9.91,9.51,17.24,26.18,18.34,17.82
1934,8.71,2.41,9.81,16.61,20.61,26.81,27.91,26.41,24.01,16.71,12.91,6.70,7.01,15.68,27.04,17.88,16.90
1935,5.80,7.40,14.40,14.70,20.00,26.10,26.50,26.30,22.50,17.60,13.00,3.09,6.63,16.37,26.30,17.70,16.75
1936,4.19,5.09,13.69,14.79,22.69,24.89,27.39,27.09,24.09,18.39,10.89,8.09,4.12,17.06,26.46,17.79,16.36
1937,11.19,6.99,10.49,16.39,21.49,26.39,26.69,26.69,21.59,15.89,10.59,6.68,8.76,16.12,26.59,16.02,16.87
1938,6.38,10.28,14.78,17.48,21.48,24.08,26.08,27.88,22.78,17.08,13.38,7.48,7.78,17.91,26.01,17.75,17.36
1939,8.58,11.38,13.48,16.38,21.08,26.98,26.08,26.28,24.58,18.38,10.58,7.87,9.15,16.98,26.45,17.85,17.61
1940,0.57,7.67,10.02,15.32,20.92,26.72,26.72,26.12,22.02,17.02,12.22,9.31,5.37,15.42,26.52,17.09,16.10
1941,5.71,4.61,8.01,18.51,22.11,25.11,27.71,26.81,24.81,21.01,12.81,8.81,6.54,16.21,26.54,19.54,17.21
1942,5.71,4.91,12.51,17.71,22.11,26.31,28.31,26.21,24.01,17.81,12.61,5.90,6.48,17.44,26.94,18.14,17.25
1943,7.20,8.30,10.80,15.30,22.60,27.80,27.10,27.10,21.60,16.50,10.60,6.20,7.13,16.23,27.33,16.23,16.73
1944,6.10,8.69,11.19,16.59,24.49,26.81,26.64,25.75,23.88,16.76,10.91,4.48,7.00,17.42,26.40,17.18,17.00
1945,5.33,7.84,17.11,18.47,19.76,26.23,26.97,25.66,25.15,16.76,12.57,4.09,5.88,18.45,26.29,18.16,17.19
1946,6.64,9.08,15.07,16.56,20.51,24.95,25.97,24.74,22.97,17.81,14.08,8.99,6.60,17.38,25.22,18.29,16.87
1947,9.48,3.45,7.03,17.63,21.66,24.98,25.43,27.10,23.32,19.54,9.68,6.25,7.31,15.44,25.84,17.51,16.52
1948,2.85,6.88,13.73,17.82,21.26,25.80,28.04,26.11,22.59,15.42,14.10,8.62,5.33,17.60,26.65,17.37,16.74
1949,11.02,10.68,12.20,15.68,21.42,26.10,28.72,26.80,21.99,19.33,11.19,8.26,10.11,16.43,27.21,17.50,17.81
1950,12.65,8.55,10.11,15.75,21.78,25.43,26.48,25.91,22.57,18.90,10.30,4.56,9.82,15.88,25.94,17.26,17.22
1951,7.60,8.23,11.09,16.11,20.42,25.98,27.70,27.03,23.34,18.96,9.28,8.86,6.80,15.87,26.90,17.19,16.69
1952,9.68,8.43,10.85,16.61,21.53,28.11,28.36,26.32,22.57,14.64,11.84,6.78,8.99,16.33,27.60,16.35,17.32
1953,9.59,9.01,12.15,16.65,24.49,25.21,27.85,26.82,23.26,18.05,11.56,7.75,8.46,17.76,26.63,17.62,17.62
1954,6.75,9.88,10.90,18.98,18.77,25.50,27.40,26.63,25.27,18.51,9.82,5.86,8.13,16.22,26.51,17.87,17.18
1955,5.22,7.88,13.31,18.71,22.34,23.07,28.14,27.15,23.55,16.64,10.51,4.36,6.32,18.12,26.12,16.90,16.86
1956,5.22,9.13,10.76,15.38,21.11,25.26,26.86,26.49,22.00,18.02,10.70,11.95,6.24,15.75,26.20,16.91,16.27
1957,6.23,9.80,10.69,18.61,21.47,25.62,26.87,25.52,23.84,14.43,12.35,8.51,9.33,16.92,26.00,16.87,17.28
1958,3.56,3.33,8.40,16.43,20.98,24.08,27.73,26.28,21.96,16.00,13.23,4.13,5.13,15.27,26.03,17.06,15.87
1959,5.59,7.91,10.63,17.31,22.57,24.88,26.68,27.29,23.04,17.90,10.88,7.62,5.88,16.84,26.28,17.27,16.57
1960,6.69,6.12,4.48,18.12,20.28,25.29,25.87,26.69,22.92,17.21,11.81,3.91,6.81,14.29,25.95,17.31,16.09
1961,3.85,8.51,12.88,13.36,19.26,24.01,26.70,26.11,24.26,16.38,12.71,6.53,5.42,15.17,25.61,17.78,15.99
1962,5.12,7.99,8.86,15.49,23.60,24.39,25.63,25.71,21.48,17.95,10.10,4.67,6.55,15.98,25.24,16.51,16.07
1963,3.95,3.62,13.25,17.19,19.89,23.95,25.81,25.95,20.84,17.22,11.93,2.86,4.08,16.78,25.24,16.66,15.69
1964,6.44,5.48,11.67,16.68,21.40,25.58,26.03,25.17,22.09,14.25,12.86,7.61,4.93,16.58,25.59,16.40,15.88
1965,6.04,7.37,8.36,15.93,23.51,23.48,25.92,26.46,23.97,16.23,11.85,7.43,7.01,15.93,25.29,17.35,16.39
1966,2.97,6.59,10.69,14.75,20.03,23.85,27.00,26.23,22.52,15.64,11.30,6.37,5.66,15.16,25.69,16.49,15.75
1967,7.95,4.69,12.91,17.81,18.56,23.08,25.78,25.49,20.59,16.07,9.09,8.77,6.34,16.43,24.78,15.25,15.70
1968,3.68,3.27,12.31,15.33,18.57,23.93,25.79,27.06,22.48,17.55,11.79,4.59,5.24,15.40,25.59,17.27,15.88
1969,3.84,5.80,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,4.74,999.90,999.90,999.90,999.90
1970,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1971,999.90,6.98,8.66,14.94,19.40,25.50,26.15,25.46,23.62,19.60,10.70,11.51,999.90,14.33,25.70,17.97,16.10
1972,8.44,5.84,11.10,15.86,19.32,22.47,26.46,25.58,22.70,15.47,10.37,9.30,8.60,15.43,24.84,16.18,16.26
1973,5.43,5.83,14.02,15.79,19.46,25.33,26.06,26.14,24.26,18.16,13.94,7.20,6.85,16.42,25.84,18.79,16.98
1974,10.97,7.43,13.82,17.05,21.04,23.47,26.10,25.81,21.94,14.94,10.65,7.58,8.53,17.30,25.13,15.84,16.70
1975,7.87,7.88,9.70,14.55,21.47,24.50,25.56,27.07,23.08,18.15,13.30,6.89,7.78,15.24,25.71,18.18,16.73
1976,4.48,11.42,14.76,17.26,20.68,25.03,27.24,25.45,22.26,14.49,7.18,4.18,7.60,17.57,25.91,14.64,16.43
1977,-1.68,5.38,13.18,18.31,21.57,24.27,28.32,26.94,23.99,14.89,12.31,5.72,2.63,17.69,26.51,17.06,15.97
1978,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1979,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1980,6.06,3.77,9.35,17.93,22.29,25.16,27.37,27.74,25.11,16.14,10.77,6.10,5.05,16.52,26.76,17.34,16.42
1981,2.03,7.91,9.16,17.76,19.05,27.32,28.40,24.96,21.46,15.28,11.64,5.56,5.35,15.32,26.89,16.13,15.92
1982,3.20,8.79,12.17,15.38,22.93,24.98,27.43,25.99,22.64,17.16,12.82,10.35,5.85,16.83,26.13,17.54,16.59
1983,5.13,6.52,12.12,14.54,20.30,24.21,27.87,27.90,23.24,17.47,12.22,5.86,7.33,15.65,26.66,17.64,16.82
1984,4.13,9.32,10.15,14.99,20.32,25.85,25.56,26.47,21.43,20.79,10.11,11.53,6.44,15.15,25.96,17.44,16.25
1985,2.83,7.20,13.20,18.39,21.34,24.97,26.61,25.70,22.64,19.34,16.35,5.77,7.19,17.64,25.76,19.44,17.51
1986,5.31,8.19,12.17,17.46,20.91,27.04,28.88,25.52,23.66,18.52,12.88,7.16,6.42,16.85,27.15,18.35,17.19
1987,4.77,5.94,10.78,15.10,21.98,25.86,28.57,27.45,24.04,13.79,12.83,8.16,5.96,15.95,27.29,16.89,16.52
1988,2.74,6.74,11.58,15.56,20.15,23.67,27.32,28.12,22.50,13.69,12.34,6.99,5.88,15.76,26.37,16.18,16.05
1989,8.36,7.29,11.60,15.70,19.59,26.20,26.81,25.76,23.31,17.49,12.02,2.67,7.55,15.63,26.26,17.61,16.76
1990,10.14,11.77,13.93,16.94,20.88,25.21,27.88,26.76,23.52,19.03,13.52,10.17,8.19,17.25,26.62,18.69,17.69
1991,6.71,9.45,13.59,18.04,23.59,25.55,28.19,26.65,23.20,17.38,11.22,9.55,8.78,18.41,26.80,17.27,17.81
1992,7.55,9.10,11.46,16.31,18.56,23.40,28.09,24.57,23.11,15.66,12.25,7.01,8.73,15.44,25.35,17.01,16.63
1993,7.48,6.13,10.00,15.03,21.76,25.66,29.23,26.85,24.33,16.49,12.19,5.80,6.87,15.60,27.25,17.67,16.85
1994,3.92,7.98,12.38,18.75,19.06,26.16,27.63,25.61,21.79,16.35,13.40,9.97,5.90,16.73,26.47,17.18,16.57
1995,7.25,6.16,12.64,17.28,21.44,24.37,28.06,28.17,22.57,18.59,9.55,5.28,7.79,17.12,26.87,16.90,17.17
1996,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90,999.90
1997,999.90,9.63,14.02,14.31,19.18,23.40,27.79,26.22,23.08,16.77,9.95,6.35,999.90,15.84,25.80,16.60,16.17
1998,8.49,9.24,11.52,16.33,22.11,26.62,27.84,26.86,25.10,17.59,12.55,9.55,8.03,16.65,27.11,18.41,17.55
1999,9.05,9.04,10.04,17.79,20.76,25.00,28.81,28.08,22.04,16.18,13.85,8.00,9.21,16.20,27.30,17.36,17.52
2000,4.96,9.10,13.28,15.64,22.50,26.48,26.38,25.90,22.15,17.04,10.31,3.29,7.35,17.14,26.25,16.50,16.81
2001,6.70,9.84,10.85,17.39,21.41,26.34,25.94,27.84,21.94,16.60,14.61,10.06,6.61,16.55,26.71,17.72,16.90
2002,7.32,8.39,12.81,18.74,20.84,26.91,28.35,27.11,24.23,17.83,10.87,6.07,8.59,17.46,27.46,17.64,17.79
2003,3.99,6.44,13.17,15.94,20.43,24.52,27.09,27.41,22.40,16.69,15.00,6.35,5.50,16.51,26.34,18.03,16.60
2004,4.69,6.56,12.79,17.15,24.32,25.89,27.57,25.43,23.18,18.38,13.33,7.70,5.87,18.09,26.30,18.30,17.14
2005,7.80,8.34,10.11,16.43,19.57,25.96,29.26,28.13,25.80,18.35,12.95,6.16,7.95,15.37,27.78,19.03,17.53
2006,10.12,7.73,12.11,18.40,19.97,24.97,27.86,28.26,22.28,16.21,13.00,10.09,8.00,16.83,27.03,17.16,17.26
2007,8.68,5.75,14.11,16.37,20.95,25.58,26.73,29.81,24.77,20.53,11.26,9.98,8.17,17.14,27.37,18.85,17.89
2008,6.16,9.61,12.69,16.59,20.02,27.88,26.95,26.65,23.41,16.01,10.50,9.39,8.58,16.43,27.16,16.64,17.20
2009,5.28,8.61,12.03,17.70,22.67,26.57,27.24,27.65,22.39,16.53,12.59,5.55,7.76,17.47,27.15,17.17,17.39
2010,4.05,3.91,11.93,18.03,22.97,28.32,28.76,28.12,25.97,18.24,11.74,2.42,4.50,17.64,28.40,18.65,17.30
2011,3.99,9.60,11.57,18.35,22.00,999.90,29.79,27.58,24.13,16.19,13.75,10.23,5.34,17.31,28.20,18.02,17.22
2012,8.67,9.33,16.84,16.48,23.30,24.75,29.69,26.74,22.78,17.12,9.71,10.68,9.41,18.87,27.06,16.54,17.97
2013,7.93,6.70,8.23,16.89,20.05,25.40,27.23,25.52,22.57,17.56,10.16,9.13,8.44,15.06,26.05,16.76,16.58
2014,3.68,7.42,8.83,16.70,22.06,26.21,26.81,25.42,23.36,18.26,9.38,8.13,6.74,15.86,26.15,17.00,16.44
2015,5.40,2.64,11.75,17.45,22.75,27.29,27.69,26.59,24.14,16.84,14.04,14.42,5.39,17.32,27.19,18.34,17.06
2016,5.12,7.57,15.67,16.92,20.77,25.87,28.77,28.87,25.67,18.97,12.57,8.16,9.04,17.79,27.84,19.07,18.43
2017,9.06,12.81,12.11,20.16,21.76,25.21,28.76,26.96,23.16,18.91,10.96,6.80,10.01,18.01,26.98,17.68,18.17
2018,3.75,12.30,8.70,14.95,24.50,26.70,27.45,27.05,26.00,17.70,10.15,8.44,7.62,16.05,27.07,17.95,17.17
2019,6.64,9.69,10.54,17.54,23.99,25.39,28.49,26.74,25.89,19.74,9.94,9.67,8.26,17.36,26.87,18.52,17.75
2020,9.32,9.97,15.42,16.17,19.47,25.42,28.87,27.57,22.37,18.97,14.22,7.36,9.65,17.02,27.29,18.52,18.12
2021,5.96,6.71,13.56,16.66,20.26,25.41,27.16,28.06,23.71,19.91,10.36,12.40,6.68,16.83,26.88,17.99,17.09
2022,5.30,8.84,13.64,16.69,21.99,25.84,28.29,26.64,23.29,15.79,13.39,6.28,8.85,17.44,26.92,17.49,17.68
2023,9.73,12.23,12.68,17.48,19.38,23.83,27.98,27.28,23.33,17.58,11.23,9.61,9.41,16.51,26.36,17.38,17.42
2024,7.36,9.51,13.91,17.96,22.76,27.16,28.11,26.36,23.46,17.66,13.96,8.10,8.83,18.21,27.21,18.36,18.15
2025,3.75,8.80,14.50,19.49,21.76,999.90,28.88,23.70,999.90,999.90,999.90,999.90,6.88,18.58,25.80,999.90,17.28
